line,label
"@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry ",0
It is so wonderful to be outside on this gorgeous day! Now it's time to head back home. ,4
thunder and lightning makes me feel all warm inside.   i think i'll go to bed now.  nite tweople.,4
i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,0
@LFTA Got me what again? I'm sorry I can't understand ur last tweet ,0
.. sad to hear about the discovery of the little girl from Tracy. Her poor family ,0
Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.,0
@CyFyre no   finished two years then had twinzzzzzzzzzzz,0
[Laralyn] Maybe we'll flag a few more people tonight... so check your email! ,4
@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know ,0
Yay. Im free for a night.  AND i get to see my baaby,4
@triner Too bad you couldn't wait another month or so for me to sell mine. ,0
"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.",0
@mrskutcher *lol i wish i only had bad sync. in germany right now where the subtitles dont work at all.  lol,0
Spring Break's just about over. Only means that summer is around the corner ,4
He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart ,0
"Prodigy were ace last night! Only managed a few hours sleep last night, not feeling myself today        Have a cool day guys.",0
Settling in with my book.  ,4
@iMacMe Aww...thanks!  That was really sweet!!  ,4
Fraking app store is pissing me off   http://tinyurl.com/c4ooho,0
"@LevenRambin: Take it easy, and be good to you. ",0
"@laratron alas, I have no Pimms ",0
"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. ",0
chillin ,4
I'm bout to switch back to Japanese.BBL you English speaking people... ,4
just b'n extremely board!!!1 my friend is com'n over in like 10 minutes &amp; she's gonna spend the night. ,4
http://twitpic.com/3kt5m - the joys of a Sunday - on the way home from the park ,4
I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me ,0
im not doing ne thing and im bored ,4
"I'm logging off for tonight. I've got some other things to do. Good Night, Everybody! ",4
@OdisG sounds good. hope you got the job!!! ,4
@SLotH13 isliye call nahi kiya baad me..thinking ki ab to tu movie dekh raha hoga ,0
"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine ",0
"mm, twitter appears to have eaten some of my posts. naughty twitter ",0
gosh...it makes me sad when people don't give God a chance ,0
First day out and about wore me out. Need some mango sorbet and a nap now. Got some beautiful beach glass beads and a sunburned nose. ,4
@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  ),0
Leaving prom ,4
"Why hello there, Vegas. ",4
God i love the family cabin up n the mountains ,4
I am watching hitch and cuddling with Anthony ,4
I can't believe it. I got my answer and didn't have to ask the question.  This feels awful.,0
is alone downstairs...working ,0
havent update this in a while bin stuck with my gf during the week. now im bk in class learnin ,0
I have to work alone on Saturday    ...anyone wanna come keep me company? COUGH COUGH.,0
nobody is talking to me  ,0
"@chewbeka yeah it is brutal  at least it's not until June lmao. But I'm excited, then we have to get onto another plane to Canada LOL",0
VIP guests today -________-&quot;   blohheeee       I HATE it ,0
let's daance. ,4
@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ,0
@citizensheep ,0
 is cold,0
@vishal_ud yeah got no choice.. 5am not to study.. 5 am to reach class on time for the paper   hows eco treating you?,0
@FAMOUS_STAR yes we are...  it's nice twitting you... ,4
"The worst part about laundry is: the longer that you wait to do it, the more unpleasant it becomes. ",0
Jap girls ? They're leaving! ,0
Hanging in Crooners. Wanna sing. Can't. Sucks. ,0
is with the flu... ,0
I miss The Glass House  but thankfully pretty much every moment of it has been uploaded onto youtube.,0
"&quot;And in that moment, I swear we were infinite.&quot; -from the ll time best book ever: perks of being a wallflower ",4
"yes, your right. I should take a twitter break too!  bye bye tweeps! ",4
@jonfine It really was a beautifil NYC day - walked from 103rd and Central Park to Columbus Circle  Gawjuss!,4
@TravelTweetie Thats funny. We have 2 that do that. Thay use mind controll and mind reading to controll us. ,4
I want to be back in LA ,0
i can't concentrate ,0
@carbcountinmama I didn't think to ask until I got out to the car ,4
"@mistygirlph @cheth daily nerd links suffered for first time in a long time this week, next week hopefully will be back on track ",4
tooo early. im running late. ,0
so there's this guy... he makes me smile endlessly &amp; makes me feel like nothing in the world to go wrong. ,4
@SmashMe_EraseMe aww lmao! Thanks!  It's an amazing song. &lt;3,4
ha ha ha   damn i had  such  good  time chillin wit  my  favorite hizzo  danced my face off @ the lodge never made it to backbooth  ..,0
ok. this last bit. seriosuly!  'time' by she wants revenge and timbaland is freaking amazing. that us all. sweet dreams!,4
Hahah shes a big girl now  sorry.. that was rude.. opps ;),4
is no longer on google ,0
@tpaw wooo yeah! Sorry to hear you missed out on Origin tickets ,0
@onemoreproject that is lame ,0
loving the word slunt ,4
party was soo much fun ,4
"sorry, I should say that this vid hits you hard, please beware the last 2 minutes especially  http://www.youtube.com/watch?v=EUJSME0TORw",0
going on a dinner date w/ my sweety  feelin much better today!,4
@tmorrish now  been digging your SO tweets,4
@frago I hate you. I didn't need to see that. I need to call my therapist now. ,0
"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???",0
@estrella_bby: i loveee that song ,4
"Hot compress not rily workng for pulled muscle  gng to bed, good night",0
@ballinbitch haha im not THAT ballin. I still got bills to paaaaay ,0
is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,0
4.52 am ... I'm 2 tired 2 think!!!!... Peace out!!!!... M... 5564583833755523.... 811... ,0
going to work now ,0
@faithgg45  this computer doesn't have shockwave...blah  no account yet,0
I can't believe I just slept for 2.5 hrs. Usually I am not much of a napper! Rdy for my hubby to get home from work...then Asheville! ,4
"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A",0
all the photos i try to upload are too big ,0
@ruleandson e a resposta � sim ,4
@PDXsays  I like #trying to get to the SM day next week. You mean the Voluntweetup? Yes! Come: http://twtvite.com/pojoq5  www.caresday.net,4
spent the morning watching the marthathon...  ,4
"@billbeckett I've been looking through all the SNMC's...I love them all, listening to Good Old War right now...Thank you. ",4
@AldrichJC twirl is the way to go ,4
@mileycyrus AWWW u seriously have the cutest dog Miley! Sorry your not with her now  Hope u get some sleep! xoxo,0
@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.,0
[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7,0
Has a huge headache but gotta go to work ,0
"Hey! I know it's not exactly &quot;Follow Friday&quot;, but follow @peytiejane! She needs more followers. ",4
Anyone for leftover pizza?  Nice weather= spontaneous picnic= less mess in the kitchen w00t!  Will come in for cake though #1mom12boys,4
Welcome back.  Three weeks (actually only 14 days) to go!,4
"Driving back to La Quinta tomorrow... I should sleep, but I'm oddly wired. ",0
"just microwaved a kashi chicken and spinach thing, and put in the Milk dvd. anyone seen it? i bet it's good. i still havent seen slumdog ",0
@xkayteebear okay. i dunno her xD haha. im listening to always be my baby by david cook. gosh im adicted to it! ,4
@adelgabot I've got the iPhone version. It's worth it ,4
Nun your business; that was divinely inspired ,4
Had a REAL good time seein Josh...hes a funny guy ,4
I am amazed at the Twitterworld. Thanks for all the follows Twitters.  39 strong.,4
text muh BABYY!!!  &lt;333,4
"@DotsThots my favorite plants must be herbs, because they are so multifunctional  I also like odd varieties of succulents a lot",4
DOWNTOWN tonight. We are gonna be at Wall St. and then who knows ,4
Photo: Walking around Lover�s Point watching the sun set with my babe  http://tumblr.com/xqe1m5u0j,4
"@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus. ",0
Loves her new haircut and is really having a wonderful day ,4
with jack havin a brew ,4
"just woke up, bad night last night. seeing hayley today  HOORAY. i feel like noodles and reading frankee. lets do it cowboy",4
@roshie_early Welcome to Twitter.  It's addictive ,4
@chefj2k Shouldn't be to long a wait..lol    it as a great set ,4
whoa im super hungry  Life cereal w/granola &amp; raspberries is calling my name,0
Photo: handa: I wonder where it leads to.  http://tumblr.com/xyu1m60xa,4
"Drinks @ McD's, then home for Bible study. Then...bed. ",4
Thank all y'all 4 the &quot;RE-Tweets&quot; I appreciate it... ,4
Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.,0
wednesday my b-day! don't know what 2 do!! ,0
@vickycornell  This is my baby  ( @nickJONASluva1 ),4
sooo sick of the snow  ughh,0
ASOT 400!  ,4
@DavidStringer Oh it is just amazing out right now ,4
"ugh, just read on #CNN that they found the Cantu girl's body in a pond near their home. How terrible for her family ",0
heading out to the valley...weapon of choice? Nikon D90 ,4
@CHRISDJMOYLES I'm not excited as I live in Wales ,0
really good point jer. ,4
Twitting on my cousin's phone ,4
I heart cartoons!  (via #zenjar ),4
vacations makes me feel sick! ,0
Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh  G'knight,0
I WON!.... the battle @ TapeDeck Jam that is  (Video up soon on: http://mckiko.com!!),4
@chriscantore congrats! I'm totally jealous! only wish my XM was working ,0
@alexalltimelow d philly!  or pottstown ,4
@obsalah welcome back ... and bestest morning ,4
@duchess_rebecca Man... intervention is soo sad ,0
@MajesticFlame ouch - sounds very sucky ,0
I am not wanting to go to school tomorrow. ,0
"@tshumbie naw, it's a show we haven't watched. i'll just catch it again later. now i'm watching the last 2 eps of American Chopper ",4
"I love the game shaiya... But gosh, I really should study for my exams... Nahh, I wanna kill lighties!! ",4
is not really feeling Twitter at all ,0
Started getting mailshots aimed at pensioners - it's all downhill now ,0
"@Pixie_Anna scroll back a few hours, you missed a whole lotta Jon ",0
"@DakotaFlint SQUEE! Dark Knight, Dark Knight! We &lt;3. Batman Begins wasn't bad either. Christian Bale's kind of a badass ",4
"@OHYEAHmikeman would make senseee!  hahaha, well are you going to say it?",4
@lindadominique yeah...i think you're right! ,4
@katienaas ok.. I'm on my way ,4
I am scheduled to be very productive on a few hrs and I still can not sleep.   Insomia has gotten to me..,0
@Stodge I find it hard to focus when drunk... I'm also in Wiltshire which doesn't seem to have good mobile coverage... Sorry! ,4
@joenoia wass up lovely i anit show you no love yet... ,0
http://twitpic.com/3kv9n - TO THE MOVIES! ,4
"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish ",0
text mee&lt;3 supper tired walked 8 miles today ,4
@obedkhaos Thank you ;) I will check them out ,4
Can't sleep  dam naps lol... and its hot,0
"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. ",0
@SCC_Skwerl Aww how depressing! ,0
"@whoisariston No problem, tongue-in-cheek remark.  Lots of acronyms, but no NZ ",0
favorite movie moment: Darth Vader telling Luke he's his dad. Hope I didn't spoil anyone. ,4
@CoryKennedy Gonna make me feel guilty for loving that movie? ,4
homework.... ,0
i watched twilight last night for the 20th time last night! ,4
Make sure you guys go to www.datpiff.com &amp; check out the illest mixtape out in Jersey. @PiffOnWax ,4
@trib Agreed.  ,0
Too tired to leave bed. ,0
@DeborahEdwards1   I want one!!! ,4
Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw,0
"Nothing I do or say seems to be right these days, but my mom still think I'm the best ",4
i've got one of those spots that doesn't really show yet but hurts like hell and will no doubt be a beauty tomorrow ,0
@rachaelyamagata You were amazing Rach! Thank you for the music! I waited outside but you never showed up!  There's always the next album!,0
"@KyleStyxx Bitchy is fun, too.  Need an excuse once in awhile to act crazy.",4
i think @amandapalmer should look at my twitter profile ,4
is tired of flowchart Kens ,0
@IHeartRadio You will have to ask them.  We are not affiliated with Radio-Info.,4
Sad about Kutner being killed off my fav show House! ,0
@childhoodflames whats wrong! ,0
@davidgrohl It's easier if you use tweetdeck though ,4
Keeping my fingers crossed for my buddy    He is not feeling well.,0
@KGMB9 I'll have to take your word for it. Been some years since I've been in Lihue ,4
morning all - 1st appointment of the day - the dentist ! ,0
"@Coll_aka_Aubrey Oh, you were joking? Well now I'm crushed! I was totally gonna stand in the middle of a field and wave my arms! ",0
@SteveGarufi  It was neat to watch . I enjoyed good laugh there !! Wow liked  comment on cheerleader and Girl scout cookies! Very Funny ,4
@Sara_Kate Im afraid too  ( ur reply about uni from ages ago,0
gotta repeat  whole art folio cuz old one with a whole terms work got wet ,0
@PDXsays sweaty palms - 'nuff said. ,4
@justinphillip LOL. I forgive you..  ,4
@CigaretteLitRob You're telling me! can't wait to see where I end up once I finish school!! ,4
i tried out a new gourmet cupcake bakery today! mmm. so yummy! i can't wait to go back again ,4
"jennnyyyy - whos mean? cody? or me? hahaha i�m not mean i love youuuu� and so does he, very very mucho  http://tumblr.com/xpg1m5z5e",4
"@d_castillo ugh, that's disconcerting ",0
I don't like these late start night shifts coupled with it being bloody light outside my window when I'm meant to be going to sleep ,0
learning how to jerk! haha XD dang its so fucking hard-at least for me ,4
There are 111 days until my Jonas Brothers concert ,4
just started this twitter thing &amp; figuring out how it's done  ,4
"Feeling soree, bad idea to go running when your sick ",0
@ashleyypeacee that's awesome  seriously. haha.,4
Just heard that they found Sandra Cantu... She was only 8 yrs old ,0
@Panchogrande04 the playing is better as you don't get as many all in calls as you do with play money ,4
Just finished drinking a cup of  Starbucks Espresso Truffle. I will be up another 10hrs ,4
"Back from, the mini homeshow thing/Bolt at kingswayyy. Good to see everyone  except of course you Rebekah -_-",4
"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  ",0
Longing to own a sewing machine! My Birthday is too far away! ,0
or should i say my brain needs to optimise my neural search pathways to find my muscles again ,0
And I'm off to bed!! Long day tomorrow ,4
"in this whole week, ive seen 3 actors/actres' in my village ",4
Good GOD they ruined my belly button!!!  ,0
"@maireh Enjoy! I've read a couple of chapters already, it's pretty damned good ",4
i miss my old friends from elementary ans middle school ,0
Beeeaaach. ,0
Bruins won the match tonight 5-1 ,4
"Good morning world, couldn't sleep tonight  Copenhagen doesn't want to leave my head...",0
I feel so CURRENT.  Now I have to figure how this works ,4
"blahhh, my throat is sore &amp; i keep coughing. i hate being sick ",0
@bkGirlFriday dude it snowed here today...cant imagine the weather in hawaii right now ,0
@Tasouls what stupid show were you watching? lol. Not that there is any shortage. ,0
@ddlovato @David_Henrie ummmmm i cant find it. ,0
is missing playing my trumpet ,0
"@davidleibrandt hahah Totally wish I was there! Have fun, my man! ",4
@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office ,0
i had a extravagant yet time conserving plan lined up for today.......which ive now forgotten ,0
Needs to stop sleeping all day.. Causes some problems when you're wide awake at 2:45am... ,0
"@bbrannan Lol nah, but this year, too many people want to be nice to me!  haha",4
"@BODaciousSecret no, the secretsinsation.com On the bottom, there's this pic from your essay on BODacious magazine. Its a marvelous photo ",4
 poor mel. Feeling your pain.,0
going home today ,4
"@mrbobbybones Bet �25 on anything @ Betfair, get �25 cashback if your bet loses, thats a win win situation   http://tinyurl.com/cldthh",4
"@mmangen But we do sell some pretty high quality machines  ha... Really though, take a look we have some good laptops for cheap",4
Welcome @ThomRainer to &quot;The Loop&quot;!!!  Thank you so much for the follow. ,4
And these boys. JAMES pat m donny little nick big nick jake &lt;3 my family ,4
wanttss to go out ,0
@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3,0
Yawn yawn yawn!! 10 more minutes in bed ,0
@macman2256 I see you're still on your Mac-collection spree! ,4
going for a run on this beautiful day ,4
"@breezyskies I did the PET course last time I was in SF. OK on theory (which I knew), not so good on tools (what I was after) ",0
"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! ",0
sleeeeeeeeeeeeeeeeeeeep... so i do that a lot. ,4
I'm really cold. I don't want to go to sleep yet but there's nothing to do ,0
@beverlbr... Yeah Dega... Can't wait!  Have a great week too! ,4
"@moonyschick In yer face  Nah, jk. But, ya know something? yoo need to listen to Dani sing like a human! fer sure!",4
i really hate how people diss my bands!  Trace is clearly NOT ugly!,0
I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. ,0
"Watching &quot;Bubble Gang&quot;, and finishing my grocery list for tomorrow at the same time...lovin' the weekend 'cause of the grocery brochures! ",4
holy shindigs.  thats HOT.,0
@jdnorton thanks for lending the power guys a hand to get it back online ,4
"@janesavoie Looking forward to Monday, big time ",4
"@SeviDesigns had to start going to library too. Daughter reads so much, I can't afford to keep buying them all &amp; bookshelf overflowing ",4
@Macala ooooh sounds great hope u enjoyed ,4
I'm relaxing until I meet up wit Fay nasty later lol that's my biiiiiiiiiiitch ,4
@Cassie2757 did you get my email?  how was the aquarium btw?,4
"wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him...",0
Off for brunch... Hello Sunday! ,4
HW done for the night ,4
@rossi_alicia anything for you &lt;3 ,4
officially uplifted  follow me! #ASOT400,4
watching Party Down. lmao. ,4
"http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone",0
Hoping I can get some decent sleep tonight since I didn't get any worth shittt last night  Goodnight World! XOXO,0
listening to Murd and 9th wonder- just chillen out missing my crazy sex life  ,0
is hoping the posty delivers my pink tickets ,0
Ugh. In sound class now. Out of here at 8. KILL ME. Won't get home until 10ish. ,0
"...people who have had this, and she says they have all been the same. It's vicious. ",0
@karlisson http://aprendaaprogramar.rubyonrails.pro.br um tutorial show sobre Ruby ,4
owwwwww!!!  What a doozy of a headache.  2 tablets later and it has only taken  off a slight edge ,0
@sunsh4breakfast  so we wish them back...and then they start that shit up again the minute they walk in the door!  ,4
@miumina Just remember her heritage! LOL. How exciting getting a new doggie! Enjoy ,4
i Love my atekinzz so much. &amp;&amp; i soo miss her.. ,0
@gfmorris i'm praying that your trip to church tomorrow is a positive experience. ,4
So now it's just a wait &amp; see game. I fall asleep &amp; it might or might not be there when I wake. ,0
studying commerce  how am i suppose to remember so much????,0
day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. ,0
"@BonnieBix controlling own life not possible uni after graduation, when i start masters.  boohoo",0
@tina_angel welln theres a first 4 everything !  haha!!,4
heartbroken over little sandra. prayers are with the family. ,0
"I accidentally put sugar in my food instead of salt, so now I'm eating sweet fried rice  My clumsiness astounds me sometimes!!",0
one more  'that tire is so smooth you can almost see the air in it'.,4
Rehoboth off-season...soooo nice ,4
"Tried to install a Twitter-application on my phone. Didn't work tough, boo! ",0
@jaspercullen I've always wanted to be affected by your special talents. ,4
@nrocco lol @almere-plein: i can tell you never lived in flevoland ,4
@shresthayash  ouch I can just imagine a toothpic in the eye or something ,0
@zakstardust I've got some PMR 446 kit somewhere. I might start Caroline 532 on channel 2 ,4
@casinomillz in that time I added 100 people....nice job.... should have clicked the link... ,4
"@elsterama just messing around, but I'm going to put together a bit something more one day  great music from you as well. love the icon",4
@Iconic88 You're most welcome. ,4
I'm afraid I had bad code. ,0
"Where the magic happens every month LOL Sophia did a terrific job, as usual! What am I gonna have for dinner?  http://twitpic.com/2y5bz",0
@Djteck Mean ,0
@therealnph Twitter hates us both then.  ,0
needs hugs/snuggles... ,0
@ilowery shouldn't you be paying attention? ,4
@dougiemcfly morning  i'm really upset  my rabbit ran away last night  and the postman woke me up early  reply? ilu x.,0
Struggling hard with Inventory ,0
beginning to enjoy lazy town - oh dear ,0
Any chance  Softbelly (for @MTUB) isn't loud? ,0
@dannywood shout me out...Candi from NC...naughty but nice ,4
@kissability Me too I is poor ,0
i love them all to pieces ,4
@alissa_rules Basically.  I feel like I need to take better care of myself after seeing that fool.  No more juicin' for me ,0
"Oh leon, shiny toy guns  i love you ",4
I love when the weather is like this ,4
@ddlovato This is alana hope u have i good time reply &amp; keep in touch!!! ,4
"@hasbean Congrats on Colin making it in! I will be pulling for him, and you  Would be cool to see him in an &quot;In My Mug&quot;... just a thought",4
I'm taking a practise driving test   All of my friends have their L's so i may aswell get mine too...,4
http://community.livejournal.com/ohnotheydidnt/33907252.html How freakin cool is that? Why doesnt shit like that happen to me? ,0
anyone who reads this pray for my Grandma. She's in pain ,0
Show's ending in a bit... time to sell these SUPER CR3W merch... and the Fannies are right in front of me too. ,4
@daniel_nguyen OMG its your birthday  what an epic gift! #ASOT400,4
Tweet u tomorrow Tom! ,4
night night...the meds are working ,4
"Follow me  You know you want to. (Okay, maybe not. aha)",4
I think im coming down with something. ,0
"getting sick  time for some hot tea, studying, and then sleeeep",0
"i dont want to believe what im reading...buu,so sad ",0
@lucascruikshank I wish I could have been thier in CA to meet u I told my friend about it and she said that we should run there ,4
"@wobogle I miss Sake's spicy scallop rolls. Oh, Hi btw  welcome to Twitter!",4
In route to Liars Club to hang out with the @longpork guys ,4
"Argh, opened my crisps upside down.  I hate that. ",0
@Deep_Friar Seriously? No cocoa krispies? Those were awesome! They turned your cereal milk into choc milk. (It was the 80s. I was 6.) ,4
Yeah you can ,4
Can't sleep. It's 2:05am--Ugh!!! I'm not even sleepy ,0
@nkotb_addict Here's the link  http://tinyurl.com/cjxod9,4
@GabrielSaporta OMGOMGOMG!!! GOSSIP GIRL! That is fickin awesome! ,4
going to go pick up a swag ,4
Pooped! bed.. then a hike in the woods tomorrow ,4
"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. ",0
Ah HA!!  I got my phone back AND got my tire fixed!  Yay!   Time to get back out and ride *checks clock*... tomorrow!,4
On a diet.... Woke up 2day Hungry ,0
is looking at the gray sky. The sun has been stolen again ,0
going thru town and traffic on bypass is stink ,0
"@Cra1gHa1r hehe, would help her if I was still at her place.  I'm at my house and yes, I think it's time to get up now.",4
My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. ,0
Boredd. Colddd  Internet keeps stuffing up,0
@pilvlp My luck I'd probably get stopped by a cop or something stupid!  ,0
"@Brandieee i know, samee. but omfg, the blonde one is mineee  except they look different in public i think rofl!",4
came back from running and took a shower...why does my lower stomach still hurt after exercising? ,0
my 1st tweet yayy!!! ,4
"woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote ",0
My Birthday is tomorrow Whoooo-Hoooooo!!!!!!!!!!!!   13 oh yeah babby!!,4
@stephenkruiser I am so sorry to hear that!  Take care!,0
"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",0
just leaving the parking lot of work! ,0
@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. ,0
"*blushes* Thank You.   @SteveGarufi @XtyMiller Awwwww! Hey, here's a friendly kiss on the cheek! :-x ... ",4
I stayed up too late. Didn't get the design done like I wanted to ,0
Going to see 17 again! ,4
Damn it. I hate this stage of the breakup process. I miss the boy.  We had just fallen in love. DAMN IT. WHY???!!!  Poop.,0
is sooo proud with her bro! huhu.. he's so talentfull.. i wish i could do best like him.. ,0
"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ",0
I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb,0
@snake66  Iv got a nice sweet coffee  gonna have a look at the dms you sent last week now!,4
@malik_photog  I'm not complaining.. know what I mean?,4
Thinking the same thing as Kristi &amp; Angie ,4
@MussoMitchel Can't wait for the new episode! Loliver! ,4
is watching SNL the best of Amy Poehler. shes so funny haha ,4
@Axleuk depends what you are gonna put on ... ,4
@Lilylauren I get sad when ppl shave their moustaches  I don't know if I'd cry about it tho,0
@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php,0
I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that could've happily gone to Boba ,0
"Can't wait for what the future will bring! I was scared to finish uni, but excited now    (im such a loser, lol) &amp; I love my lovely lukus!",4
didnt hear from my hunn today ,0
@timtam9 Guess what?    i COOKED my peoples lunch and i gave it too there partly raw &quot; ops My Bad ,4
Ugh. still working on project  just taking a small break,0
@badmummy Excellent  Don't need spatial abilities for that.,4
Poor Joshy is sick???   those damn tejanos!,0
@Sarahbelle1414 thanks for the link - I'm going to check it out!  ,4
No one is better that juice!!! ,4
@katyrullman This is why you need to not be over in the Old World. I misses hanging out and being awkward with you ,0
@dweeman why aren't you a happy camper? ,0
"@mrjdomingo Edit video huh? Sounds fun, really lol. Yup still in the city, lookin for a clam chowder spot at the wharf now. ",4
The only family relative that I can really REALLY talk to and understand is my 6 year old cousin. We keep it simple. ,4
omg that was soooo fun! thanks to everyone who helped make it an amazing party  &lt;3,4
Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it ,0
@lillyjade YEP!! ,4
"@jesirose if you love that one, you should ask him for the one I made him. ",4
just put some music on my psp   gonna eat now--peace,4
@cassieventura Party Time!! ,4
did i really just put partyboy911.... WOW dylanlive* ,4
Jigoku Shoujo is an anime I reccommend ,4
Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Would Come Back Here Na! ) xxxx,0
@rustyrockets do I sense a blog coming on?  Too bad I have to leave in like 10 mins   xxx,0
@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH ,0
watching tough love.  haha.,4
@1an3 thank you!! I have to now do it all again today ,0
@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,0
ONE MOREEEEEE DAY ,4
http://twitpic.com/3ku4j - About to go out to a rave. I look absolutely ridiculous ,4
job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job ,0
Craaaaap. My Macbook Pro is kernel panicking a lot now. I think I'm going to be forced into an upgrade sooner than this summer ,0
i forgot my phone in my car but i'm too scared to go outside and get it. ,0
@susanjsohn Good night. ,4
I've discovered a song that fully sums up the mood i am in ,4
http://TwitPWR.com/b44/ me2everyone is free to join FREE. It would really help me out if you could create an account ! ,4
has hurt her ankle!! and is going to the dr ,0
@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,0
morning everyone!! still feeling poorly!   hope u all have a good day! x,0
I think I need to get laid. Sad revolution I had earlier rofl ,0
Best night of my life! First row was amazing!! Joe jonas eyefucked me and gaby hahahaa ,4
"Going to start getting ready for bed. Goodnight, twitter universe ",4
OH..lol..and my Bog Crumbs Profile too  http://www.bigcrumbs.com/crumbs/viewMyProfile.do,4
"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick ",0
@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff,0
@naturallyalise that's the best thing to snuggle up with ,4
Nasty budget due and my iphone is being sent to Apple today. ,0
"@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work.",0
"@Maddie_14 if your music sounds like paramore, AND demi lovato, then i need to hear it soon! ",4
@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. ,0
"@anthonylojac  R U Right handed? what you do, your DNA and life will affect your hands. They're NOT 'Freakish'. ",4
watching &quot;House&quot; ,0
I can't sleep.  It's too windy and scary out.,0
Tired out of my mind! Time for sleep ,4
"Saw a great t-shirt yesterday - &quot;Don't Let Cancer Steal 2nd Base&quot;, on the high school girl's softball players. ",4
....it's just fever... ,0
please? ,4
fixin the kitchen sync ,4
I think my email / domain is being blocked by  Akismet ,0
"LONG day today!Finally slipping into bed! OH SO TIRED...! Nighty	night twittlets!! ",4
@Chiggyx3 Well now i see how you spend your time ,4
"It's brain-fried deadline time.  Dazed, unfocused, a bit of an out-of-body experience.  21 years ago, I would have paid to feel this way. ",4
Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;),0
@OfficialPRofOZ she sed puerto rican ,0
Smile like you mean it. Wow. This song brings back memories. Still can't sleep. ,0
Im such an insomniac this week ,0
@charp I was being all nerdy &amp; thinking they could help me with my Metropolitan Area Network ,0
